Date,Temperature High (C),Temperature Low (C),Temperature Average (C),Sea Surface Temperature (C),Sea Ice (WMO Code),Pressure High (mbar),Pressure Low (mbar),Pressure Average (mbar),Wind Peak (knots),Wind 5-Sec Peak (knots),Wind 2-Min Peak (knots),Wind Average (knots),Wind Peak Direction,Wind 5-Sec Peak Direction,Wind 2-Min Peak Direction,Wind Prevailing Direction,Precipitation Melted (mm),Precipitation Snow (cm),Depth at Snowstake (cm),Sky Coverage (tenths)
2006-12-16,3.6,-1.7,0.6,1.4,0/7/0,998.6,993.1,995.9,,8.0,6.0,3.0,,,32.0,NE,0.0,0,0,
2006-12-17,4.4,-1.5,0.9,1.1,0/7/0,993.2,982.4,987.0,,23.0,14.0,4.0,,,92.0,NE,2.0,2,5,
2006-12-18,4.0,0.2,1.7,1.5,0/7/0,986.7,981.2,983.4,,25.0,21.0,5.0,,,55.0,E,3.6,1,0,
2006-12-19,4.8,1.1,2.4,1.2,0/7/0,987.3,986.0,986.8,,19.0,16.0,4.0,,,47.0,NW,0.0,0,0,
2006-12-20,4.6,0.8,2.2,1.4,0/6/0,986.2,985.2,985.6,,14.0,11.0,4.0,,,119.0,SE,0.0,0,0,
2006-12-21,4.4,1.1,2.0,1.8,0/7/0,988.4,985.9,987.1,,15.0,13.0,4.0,,,17.0,SE,0.0,0,0,
2006-12-22,3.8,0.1,1.4,1.5,0/7/0,988.4,986.1,987.0,,7.0,5.0,2.0,,,115.0,SE,0.3,0,0,
2006-12-23,2.5,0.0,1.0,1.1,0/7/0,987.0,986.1,986.5,,12.0,9.0,3.0,,,305.0,SW,0.3,0,0,
2006-12-24,5.7,0.1,2.2,2.2,0/7/0,987.2,985.5,986.0,,8.0,7.0,2.0,,,156.0,N,0.0,0,0,
2006-12-25,6.2,0.1,2.8,1.6,0/7/0,988.7,981.8,986.9,,23.0,21.0,9.0,,,45.0,NE,0.0,0,0,
2006-12-26,8.2,2.0,4.2,1.2,0/6/0,981.7,973.1,977.4,,50.0,43.0,14.0,,,48.0,E,5.8,0,0,
2006-12-27,4.8,0.8,3.0,0.8,0/7/0,989.7,973.0,983.1,,43.0,30.0,17.0,,,19.0,N,3.8,0,0,
2006-12-28,6.9,2.8,4.1,1.2,0/7/0,990.4,979.3,986.5,,28.0,15.0,5.0,,,97.0,E,0.0,0,0,
2006-12-29,8.5,0.7,3.9,1.6,0/6/0,979.6,975.0,976.9,,21.0,15.0,4.0,,,157.0,NE,0.0,0,0,
2006-12-30,6.5,1.0,2.8,1.6,0/6/0,994.0,979.5,987.6,,18.0,15.0,7.0,,,245.0,SW,0.0,0,0,
2006-12-31,5.3,0.2,1.7,2.0,0/6/0,995.0,990.9,993.6,,14.0,10.0,4.0,,,238.0,SW,0.0,0,0,
2007-01-01,4.5,0.9,2.4,2.2,0/6/0,990.9,988.4,989.6,,14.0,12.0,3.0,,,13.0,NE,0.0,0,0,
2007-01-02,4.6,1.3,2.9,1.7,0/6/0,988.4,980.6,984.8,,33.0,26.0,11.0,,,28.0,N,0.3,0,0,
2007-01-03,4.9,0.5,2.1,1.8,0/7/0,981.6,979.4,980.4,,30.0,22.0,6.0,,,16.0,N,4.8,0,0,
2007-01-04,2.1,0.4,1.0,1.9,0/7/0,985.9,980.1,983.5,,27.0,22.0,14.0,,,226.0,SW,0.0,0,0,
2007-01-05,1.7,0.1,0.8,2.2,0/7/0,985.7,982.8,984.2,,29.0,24.0,14.0,,,227.0,SW,0.0,0,0,
2007-01-06,5.7,-0.1,1.3,2.5,0/7/0,992.1,985.2,986.9,,23.0,18.0,11.0,,,232.0,SW,0.0,0,0,
2007-01-07,5.8,-1.0,2.3,2.0,0/6/0,993.2,992.0,992.7,,9.0,6.0,3.0,,,5.0,N,0.0,0,0,
2007-01-08,7.0,0.7,3.0,1.7,0/7/0,993.1,987.5,990.9,,22.0,16.0,3.0,,,98.0,N,0.0,0,0,
2007-01-09,7.1,1.5,3.4,1.7,0/7/0,988.0,985.9,987.3,,20.0,15.0,5.0,,,103.0,SE,4.6,0,0,
2007-01-10,5.0,0.5,2.3,1.6,0/7/0,986.1,977.0,980.1,,13.0,12.0,3.0,,,339.0,N,0.0,0,0,
2007-01-11,3.5,1.0,2.1,1.5,0/6/0,979.9,977.1,978.5,,9.0,7.0,3.0,,,350.0,N,0.3,0,0,
2007-01-12,4.1,1.3,2.5,1.8,0/6/0,987.3,979.9,982.6,,17.0,14.0,5.0,,,234.0,SW,0.0,0,0,
2007-01-13,3.1,0.5,2.2,2.2,0/6/0,989.5,987.3,988.8,,23.0,19.0,12.0,,,235.0,SW,0.0,0,0,
2007-01-14,5.4,1.4,2.9,2.4,0/6/0,989.9,987.8,988.5,,16.0,14.0,5.0,,,225.0,SW,0.0,0,0,
2007-01-15,3.7,0.9,2.5,1.6,0/7/0,989.6,969.1,977.4,,35.0,28.0,10.0,,,44.0,E,0.0,0,0,
2007-01-16,6.1,1.4,3.1,2.0,0/6/0,970.6,966.3,968.6,,18.0,15.0,5.0,,,19.0,SE,0.3,0,0,
2007-01-17,9.9,4.2,6.4,1.8,0/7/0,986.1,965.7,972.6,,40.0,30.0,13.0,,,115.0,E,0.0,0,0,
2007-01-18,8.4,4.0,6.0,2.0,0/6/0,1000.0,986.2,995.9,,24.0,17.0,7.0,,,117.0,E,0.0,0,0,
2007-01-19,6.9,1.3,2.2,1.0,0/6/0,1001.4,999.8,1000.7,,13.0,12.0,6.0,,,235.0,N,0.0,0,0,
2007-01-20,2.5,0.4,1.5,1.9,0/6/0,1002.0,999.8,1000.5,,24.0,17.0,9.0,,,232.0,SW,0.0,0,0,
2007-01-21,1.8,0.9,1.3,1.8,0/6/0,1005.8,1001.9,1004.6,,18.0,14.0,8.0,,,234.0,SW,0.0,0,0,
2007-01-22,6.0,0.5,2.1,2.0,0/6/0,1008.2,1005.5,1007.1,,12.0,10.0,4.0,,,227.0,SW,0.5,0,0,
2007-01-23,4.4,1.5,2.8,1.9,0/6/0,1007.7,1006.0,1006.7,,8.0,7.0,2.0,,,322.0,N,0.0,0,0,
2007-01-24,3.6,1.4,2.4,1.5,0/6/0,1008.1,1006.1,1007.0,,13.0,10.0,4.0,,,227.0,SW,0.0,0,0,
2007-01-25,6.3,-1.0,2.2,1.4,0/6/0,1008.4,1000.9,1006.2,,9.0,8.0,3.0,,,135.0,SE,0.0,0,0,
2007-01-26,5.0,0.6,2.6,1.5,0/7/0,1000.9,993.4,996.6,,10.0,8.0,4.0,,,354.0,SE,0.0,0,0,
2007-01-27,7.4,1.6,3.1,1.6,0/7/0,995.3,992.0,993.4,,8.0,7.0,2.0,,,356.0,N,1.5,0,0,
2007-01-28,7.1,1.9,3.8,1.5,0/7/0,996.8,995.1,996.3,,19.0,11.0,3.0,,,59.0,N,1.8,0,0,
2007-01-29,7.3,2.6,5.0,1.4,0/7/0,996.4,993.5,995.2,,34.0,29.0,10.0,,,27.0,NE,2.5,0,0,
2007-01-30,7.1,2.5,4.4,1.6,0/6/0,994.6,987.2,990.9,,30.0,26.0,6.0,,,27.0,NE,1.0,0,0,
2007-01-31,4.6,0.7,1.9,1.6,0/6/0,989.1,986.9,987.9,,11.0,10.0,3.0,,,239.0,SE,4.1,0,0,
2007-02-01,4.1,0.7,2.5,1.9,0/6/0,988.6,974.5,979.9,,30.0,22.0,10.0,,,29.0,E,0.0,0,0,
2007-02-02,4.2,2.0,3.4,1.9,0/6/0,996.0,977.0,988.0,,30.0,26.0,14.0,,,31.0,E,0.0,0,0,
2007-02-03,5.1,0.2,2.0,1.8,0/6/0,996.0,993.9,994.9,,10.0,9.0,2.0,,,330.0,NE,2.0,1,0,
2007-02-04,4.1,-0.7,1.4,1.1,0/6/0,994.5,991.9,993.8,,8.0,7.0,3.0,,,324.0,NE,0.0,0,0,
2007-02-05,5.7,1.5,3.4,1.6,0/7/0,991.9,988.4,989.9,,35.0,28.0,11.0,,,26.0,NE,0.5,0,0,
2007-02-06,4.2,1.8,2.8,1.8,0/6/0,989.3,985.6,988.1,,31.0,25.0,5.0,,,30.0,NE,0.5,0,0,
2007-02-07,5.9,0.1,2.1,2.5,0/6/0,985.6,974.4,979.0,,18.0,13.0,6.0,,,214.0,SW,0.0,0,0,
2007-02-08,5.9,3.3,4.6,2.5,0/6/0,989.1,974.5,984.3,,27.0,21.0,9.0,,,118.0,SW,0.0,0,0,
2007-02-09,3.5,1.5,2.0,2.0,0/6/0,996.5,989.2,993.9,,20.0,18.0,10.0,,,235.0,SW,0.0,0,0,
2007-02-10,2.9,0.1,1.5,1.8,0/6/0,996.4,980.1,988.2,,20.0,15.0,5.0,,,346.0,NE,11.4,1,0,
2007-02-11,3.3,2.1,2.7,0.5,0/6/0,990.9,981.9,988.3,,25.0,19.0,12.0,,,350.0,N,4.3,0,0,
2007-02-12,5.2,1.6,3.0,1.4,0/6/0,991.8,979.1,988.8,,24.0,18.0,5.0,,,74.0,N,2.3,0,0,
2007-02-13,5.8,2.1,4.0,1.7,0/7/0,979.1,970.8,973.8,,35.0,28.0,10.0,,,43.0,E,3.6,0,0,
2007-02-14,3.0,0.6,1.6,0.8,0/7/0,991.4,976.9,984.3,,16.0,14.0,6.0,,,247.0,N,2.3,0,0,
2007-02-15,5.1,-0.1,1.5,1.5,0/6/0,995.4,991.4,994.2,,20.0,16.0,6.0,,,304.0,N,0.8,0,0,
2007-02-16,6.0,-0.7,2.3,1.8,0/6/0,994.8,991.8,993.0,,14.0,13.0,5.0,,,42.0,NE,0.0,0,0,
2007-02-17,3.4,-0.6,1.2,1.5,0/7/0,1000.2,994.6,998.7,,11.0,10.0,4.0,,,26.0,N,0.0,0,0,
2007-02-18,3.3,1.2,2.0,1.7,0/6/0,1000.0,998.7,999.4,,15.0,13.0,4.0,,,240.0,N,0.0,0,0,
2007-02-19,2.7,0.4,1.3,-0.5,0/6/0,999.1,986.3,993.3,,15.0,13.0,6.0,,,253.0,N,3.1,1,0,
2007-02-20,3.5,-0.2,1.1,1.9,0/6/0,986.3,974.9,977.8,,25.0,19.0,7.0,,,120.0,SE,2.5,3,0,
2007-02-21,4.6,0.4,2.1,1.6,0/6/0,985.1,976.4,980.5,,24.0,19.0,6.0,,,120.0,E,0.0,0,0,
2007-02-22,5.4,-1.3,1.0,1.7,0/6/0,990.8,985.2,988.8,,12.0,10.0,4.0,,,23.0,NE,0.0,0,0,
2007-02-23,2.5,-0.5,0.6,1.4,0/6/0,990.2,981.7,986.6,,12.0,9.0,5.0,,,138.0,NE,7.1,3,0,
2007-02-24,3.4,0.4,1.5,1.2,0/6/0,981.9,976.7,979.8,,13.0,8.0,3.0,,,146.0,SE,1.8,2,0,
2007-02-25,3.6,-0.1,1.1,1.3,0/6/0,976.7,974.1,974.9,,11.0,8.0,2.0,,,161.0,S,4.6,5,0,
2007-02-26,1.5,-0.2,0.6,1.4,0/6/0,983.7,975.7,979.5,,19.0,15.0,4.0,,,18.0,N,1.0,1,0,
2007-02-27,3.3,0.0,1.0,1.2,0/6/0,989.5,983.7,986.6,,18.0,13.0,4.0,,,29.0,SE,3.1,3,0,
2007-02-28,3.2,-1.1,0.5,1.1,0/7/0,989.7,986.7,988.4,,31.0,22.0,10.0,,,17.0,N,0.0,0,0,
2007-03-01,1.5,-1.1,0.2,1.1,0/7/0,988.6,986.3,987.4,,29.0,23.0,11.0,,,19.0,SW,2.3,4,6,
2007-03-02,1.3,-2.4,-0.4,0.8,0/6/0,991.0,988.5,989.9,,16.0,14.0,6.0,,,237.0,SW,0.0,0,0,
2007-03-03,-0.7,-4.0,-1.9,1.5,0/6/0,990.9,986.2,988.0,,25.0,19.0,7.0,,,122.0,SE,0.0,1,0,
2007-03-04,-0.4,-5.8,-3.4,1.4,0/6/0,995.0,988.4,991.2,,22.0,16.0,7.0,,,119.0,E,0.0,0,0,
2007-03-05,0.9,-3.0,-1.0,0.4,0/6/0,995.6,989.4,993.5,,34.0,27.0,8.0,,,222.0,SW,0.0,1,0,
2007-03-06,1.5,0.2,0.8,0.9,0/6/0,997.8,987.5,991.3,,37.0,30.0,16.0,,,222.0,SW,0.0,1,0,
2007-03-07,2.7,0.2,0.8,1.1,0/6/0,1006.5,997.8,1003.4,,22.0,18.0,8.0,,,227.0,SW,0.0,0,0,
2007-03-08,2.2,0.1,1.2,0.5,0/6/0,1005.5,995.7,998.7,,29.0,23.0,14.0,,,270.0,W,0.5,0,0,
2007-03-09,1.2,0.1,0.5,0.7,0/6/0,999.3,997.0,998.2,,23.0,19.0,12.0,,,221.0,SW,0.0,0,0,
2007-03-10,0.7,-1.0,-0.3,0.3,0/6/0,998.8,995.9,997.4,,35.0,26.0,6.0,,,21.0,NE,0.5,0,0,
2007-03-11,0.0,-2.4,-1.6,0.5,0/7/0,997.6,996.6,997.1,,14.0,12.0,6.0,,,19.0,N,0.0,1,0,
2007-03-12,0.5,-2.3,-0.8,0.3,0/7/0,997.7,996.0,996.6,,19.0,16.0,6.0,,,232.0,SW,0.0,1,0,
2007-03-13,0.4,-1.1,-0.5,0.6,0/7/0,999.3,996.8,997.8,,26.0,20.0,9.0,,,226.0,SW,0.0,0,0,
2007-03-14,-0.8,-3.2,-1.8,0.7,0/7/0,1006.3,999.3,1003.4,,20.0,16.0,4.0,,,118.0,SE,0.3,3,3,
2007-03-15,1.0,-2.8,-1.4,0.1,0/7/0,1007.0,1004.9,1006.4,,10.0,8.0,4.0,,,62.0,NE,0.0,0,0,
2007-03-16,5.4,-2.9,1.6,0.7,0/6/0,1004.9,977.1,992.3,,46.0,35.0,13.0,,,59.0,SE,0.8,0,0,
2007-03-17,6.3,2.2,4.5,1.0,0/6/0,977.2,968.1,970.7,,37.0,32.0,14.0,,,52.0,NE,4.6,0,0,
2007-03-18,5.8,2.2,3.7,1.3,0/5/0,973.9,954.8,965.5,,55.0,43.0,22.0,,,74.0,E,3.3,0,0,
2007-03-19,4.4,-0.9,1.4,0.5,0/5/0,958.2,948.9,952.8,,33.0,26.0,8.0,,,242.0,N,4.6,0,0,
2007-03-20,1.5,-1.0,0.2,0.2,0/5/0,971.7,958.2,965.0,,32.0,26.0,13.0,,,244.0,SW,0.8,6,20,
2007-03-21,3.9,-1.4,0.8,0.6,0/5/0,980.6,971.7,975.6,,21.0,16.0,7.0,,,216.0,SW,0.0,0,12,
2007-03-22,1.6,-3.1,-1.1,0.7,0/5/0,993.1,980.5,987.5,,20.0,17.0,7.0,,,79.0,E,0.0,0,8,
2007-03-23,2.2,-3.2,-1.3,0.2,0/5/0,997.6,993.1,996.2,,11.0,9.0,5.0,,,53.0,E,0.0,0,6,
2007-03-24,0.6,-2.5,-0.8,-0.0,0/5/0,1002.2,997.5,999.7,,11.0,9.0,4.0,,,206.0,S,0.0,0,0,
2007-03-25,0.4,-2.4,-0.9,0.5,0/5/0,1002.5,998.9,1001.2,,25.0,20.0,8.0,,,53.0,E,0.0,0,0,
2007-03-26,1.6,-1.9,0.1,0.5,0/5/0,998.9,983.1,992.8,,33.0,26.0,9.0,,,78.0,SE,1.8,2,2,
2007-03-27,4.6,0.5,2.0,1.0,0/5/0,983.0,971.0,973.4,,54.0,43.0,18.0,,,85.0,SE,0.0,1,4,
2007-03-28,3.0,-0.2,1.8,1.1,0/5/0,971.2,960.5,965.0,,33.0,25.0,12.0,,,57.0,NE,3.6,0,0,
2007-03-29,1.7,-0.4,0.4,0.9,0/5/0,974.5,964.8,968.8,,25.0,19.0,8.0,,,73.0,SE,1.8,8,8,
2007-03-30,0.6,-1.2,-0.2,0.6,0/5/0,986.7,974.5,978.9,,13.0,10.0,3.0,,,339.0,NW,0.8,1,9,
2007-03-31,1.9,-3.3,-1.2,0.3,0/5/0,990.9,984.8,988.1,,26.0,17.0,5.0,,,107.0,E,0.0,0,7,
2007-04-01,0.9,-2.0,-0.5,0.3,0/5/0,994.5,985.5,991.4,,30.0,23.0,8.0,,,81.0,E,0.0,0,5,
2007-04-02,2.3,-1.1,0.0,1.0,0/5/0,994.5,975.3,985.1,,44.0,28.0,16.0,,,124.0,SE,0.0,0,4,
2007-04-03,3.9,0.3,1.8,0.8,0/4/0,986.8,974.3,978.0,,36.0,26.0,9.0,,,100.0,E,0.0,0,4,
2007-04-04,1.3,-1.2,0.1,-0.4,0/5/0,1002.2,986.8,997.2,,29.0,19.0,6.0,,,40.0,N,0.0,0,0,
2007-04-05,4.0,-0.9,1.5,0.8,0/5/0,999.3,978.1,987.5,,81.0,62.0,18.0,,,51.0,SE,28.7,0,0,
2007-04-06,4.3,0.4,3.0,0.9,0/5/0,985.0,975.4,979.1,,44.0,36.0,18.0,,,52.0,NE,3.3,0,0,
2007-04-07,2.0,0.3,1.2,-0.0,0/5/0,981.5,978.0,980.2,,32.0,25.0,12.0,,,51.0,NE,2.8,1,1,
2007-04-08,0.9,-0.7,0.1,-0.3,0/5/0,984.6,980.8,983.1,,21.0,16.0,8.0,,,306.0,N,0.5,1,2,
2007-04-09,0.0,-3.1,-1.6,-0.4,0/5/0,985.4,980.8,983.9,,18.0,12.0,4.0,,,135.0,E,0.3,0,2,
2007-04-10,-1.6,-3.8,-2.7,-0.7,0/5/0,987.7,984.2,985.0,,11.0,8.0,3.0,,,135.0,NE,0.0,0,2,
2007-04-11,-1.0,-2.5,-2.0,-0.3,0/5/0,995.8,987.7,992.3,,10.0,8.0,3.0,,,208.0,NE,0.0,0,0,
2007-04-12,-0.8,-5.0,-3.0,-0.6,0/5/0,995.8,991.2,994.3,,12.0,10.0,4.0,,,224.0,E,0.0,0,0,
2007-04-13,-2.0,-6.1,-4.1,-0.9,0/5/0,991.1,979.3,984.9,,12.0,9.0,4.0,,,173.0,E,0.0,0,0,
2007-04-14,-2.4,-4.4,-3.1,0.1,0/5/0,980.5,975.6,977.7,,16.0,13.0,7.0,,,195.0,S,0.0,0,0,
2007-04-15,-3.3,-5.3,-4.2,-0.8,605/0,986.5,980.6,983.5,,19.0,15.0,8.0,,,245.0,NE,3.3,7,9,
2007-04-16,-3.2,-5.4,-3.9,-1.0,605/0,999.6,986.5,993.6,,21.0,17.0,9.0,,,241.0,SW,0.0,0,9,
2007-04-17,-2.5,-4.1,-3.3,-0.5,605/0,999.8,994.2,997.3,,19.0,15.0,4.0,,,211.0,SE,0.0,0,8,
2007-04-18,0.1,-2.7,-1.7,-0.4,605/0,994.2,989.0,992.1,,18.0,12.0,4.0,,,146.0,SE,5.1,0,8,
2007-04-19,3.1,-0.4,1.7,-0.2,0/5/0,989.1,978.7,983.5,,35.0,30.0,9.0,,,57.0,SE,0.3,5,13,
2007-04-20,1.1,-1.3,-0.1,-0.2,0/5/0,986.7,978.2,980.9,,22.0,17.0,4.0,,,53.0,E,0.0,0,12,
2007-04-21,-0.8,-2.4,-1.6,0.1,0/5/0,992.5,986.4,990.0,,39.0,30.0,13.0,,,52.0,E,0.0,0,12,
2007-04-22,0.9,-2.1,-1.1,0.5,0/5/0,986.3,971.7,975.1,,32.0,23.0,10.0,,,123.0,SE,0.3,0,12,
2007-04-23,-0.1,-2.6,-1.4,0.5,0/5/0,983.7,973.6,977.3,,18.0,15.0,5.0,,,78.0,SE,0.0,0,12,
2007-04-24,-0.5,-5.1,-2.6,0.2,0/5/0,991.7,983.7,987.4,,27.0,23.0,7.0,,,137.0,SE,1.5,2,14,
2007-04-25,-3.5,-7.5,-5.6,-0.0,0/5/0,998.6,991.7,995.8,,25.0,19.0,10.0,,,136.0,SE,0.0,0,14,
2007-04-26,-4.3,-7.1,-5.7,0.0,0/5/0,998.7,990.9,995.6,,19.0,15.0,8.0,,,79.0,E,0.0,0,13,
2007-04-27,-5.2,-9.1,-7.1,-0.1,0/5/0,995.0,988.3,990.5,,28.0,20.0,10.0,,,136.0,SE,0.0,0,13,
2007-04-28,-3.4,-8.2,-5.4,-0.4,0/6/0,1012.7,995.0,1003.2,,14.0,12.0,6.0,,,41.0,E,0.0,0,12,
2007-04-29,-2.1,-5.0,-3.7,-0.4,0/6/0,1027.7,1012.8,1021.4,,7.0,6.0,4.0,,,97.0,E,0.0,0,12,
2007-04-30,-1.7,-5.0,-2.9,-0.5,0/6/0,1027.6,1022.3,1024.5,,10.0,7.0,4.0,,,206.0,E,0.3,0,12,
2007-05-01,-2.2,-4.4,-3.2,-0.7,0/6/0,1022.4,1020.8,1021.2,,15.0,11.0,4.0,,,179.0,S,0.0,0,12,
2007-05-02,-0.1,-3.6,-2.3,-1.1,0/6/0,1021.4,1016.1,1018.9,,18.0,14.0,4.0,,,195.0,S,0.0,0,11,
2007-05-03,-0.8,-4.6,-2.4,-0.7,0/6/0,1016.1,1013.9,1015.2,,9.0,7.0,3.0,,,52.0,E,0.0,0,11,
2007-05-04,-2.8,-6.2,-4.3,-0.8,0/6/0,1017.5,1013.2,1014.3,,9.0,7.0,4.0,,,100.0,E,0.0,0,11,
2007-05-05,-1.9,-6.3,-5.0,-1.1,0/6/0,1024.0,1017.5,1021.4,,6.0,5.0,2.0,,,126.0,E,0.0,0,11,
2007-05-06,-4.0,-6.6,-5.4,-1.2,0/6/0,1024.3,1021.6,1023.6,,14.0,12.0,3.0,,,215.0,E,0.0,0,11,
2007-05-07,-3.5,-5.9,-4.3,-1.0,0/6/0,1021.5,1016.8,1019.2,,18.0,14.0,5.0,,,194.0,S,0.0,0,11,
2007-05-08,1.7,-6.9,-2.2,-0.5,0/6/0,1016.8,989.6,1003.7,,53.0,42.0,11.0,,,58.0,SE,3.1,0,11,
2007-05-09,1.7,-1.4,-0.3,-0.7,0/6/0,992.9,988.3,990.6,,24.0,21.0,9.0,,,74.0,W,3.3,8,19,
2007-05-10,1.8,-1.4,0.0,-0.6,0/5/0,988.8,983.2,986.0,,28.0,22.0,10.0,,,59.0,SE,0.8,2,21,
2007-05-11,0.7,-1.8,-0.4,-0.5,0/5/0,988.7,971.0,979.2,,52.0,41.0,18.0,,,70.0,NE,1.0,3,24,
2007-05-12,0.2,-1.9,-0.4,-0.5,0/5/0,984.5,975.7,981.3,,30.0,23.0,15.0,,,268.0,NW,1.3,2,26,
2007-05-13,1.6,-0.1,0.7,-1.3,0/5/0,989.8,984.2,987.0,,30.0,23.0,16.0,,,39.0,N,0.3,5,31,
2007-05-14,4.7,0.3,2.4,-0.7,0/6/0,990.4,986.6,988.4,,28.0,22.0,7.0,,,63.0,SE,0.0,0,30,
2007-05-15,1.6,-1.9,-0.4,-0.6,0/6/0,986.7,983.0,984.4,,12.0,10.0,4.0,,,351.0,N,0.8,0,28,
2007-05-16,-1.7,-3.9,-2.6,-0.7,0/6/0,987.0,984.0,984.8,,16.0,13.0,5.0,,,46.0,NE,0.0,2,25,
2007-05-17,-2.1,-3.1,-2.5,-0.6,0/6/0,995.9,987.0,991.5,,38.0,30.0,15.0,,,57.0,NE,0.0,0,25,
2007-05-18,-2.3,-7.0,-5.1,-0.6,0/6/0,998.1,986.0,994.7,,39.0,31.0,15.0,,,52.0,NE,0.0,0,25,
2007-05-19,-3.4,-6.6,-5.1,-0.9,0/6/0,986.9,981.8,983.7,,22.0,15.0,5.0,,,137.0,E,0.0,0,25,
2007-05-20,-4.1,-6.1,-4.8,-0.9,0/6/0,988.4,985.3,987.3,,20.0,17.0,6.0,,,44.0,NE,0.0,0,25,
2007-05-21,-1.3,-4.3,-2.3,-0.9,0/6/0,995.1,984.8,988.4,,17.0,12.0,4.0,,,133.0,SE,0.0,0,25,
2007-05-22,0.1,-3.4,-2.3,-0.5,0/6/0,996.5,982.5,992.6,,33.0,23.0,6.0,,,87.0,SE,4.6,8,32,
2007-05-23,2.9,-1.1,0.7,-0.2,0/6/0,983.8,968.2,973.1,,51.0,41.0,16.0,,,59.0,SE,0.3,0,30,
2007-05-24,-0.6,-4.0,-2.5,-0.9,0/6/0,993.4,973.1,983.8,,25.0,20.0,10.0,,,45.0,NE,0.0,1,31,
2007-05-25,-2.0,-3.9,-2.9,-0.5,0/6/0,1013.2,993.5,1005.1,,12.0,11.0,4.0,,,199.0,S,0.0,0,31,
2007-05-26,-1.9,-4.9,-3.5,-0.6,0/6/0,1020.4,1013.2,1016.5,,12.0,7.0,4.0,,,329.0,E,0.0,0,30,
2007-05-27,-1.0,-3.6,-2.2,-1.0,0/6/0,1021.6,1020.3,1021.1,,11.0,9.0,4.0,,,5.0,N,0.0,0,30,
2007-05-28,0.6,-1.7,-0.7,-1.0,0/6/0,1021.5,1012.6,1017.9,,14.0,10.0,4.0,,,47.0,SE,0.0,1,31,
2007-05-29,3.3,-1.7,0.6,-0.9,0/6/0,1012.7,990.3,999.9,,44.0,36.0,15.0,,,54.0,NE,1.3,0,29,
2007-05-30,0.9,-1.1,0.2,-1.1,0/6/0,993.6,966.2,982.3,,64.0,51.0,23.0,,,60.0,NE,8.9,3,33,
2007-05-31,0.7,-3.5,-1.6,-1.0,0/6/0,969.5,961.8,967.0,,49.0,41.0,13.0,,,51.0,NE,1.8,2,35,
2007-06-01,-2.1,-5.4,-3.6,-1.1,0/6/0,981.2,969.5,976.2,,19.0,17.0,6.0,,,50.0,E,0.0,0,35,
2007-06-02,-3.0,-6.0,-4.8,-1.0,0/6/0,984.5,980.8,982.8,,11.0,8.0,4.0,,,99.0,E,0.0,0,35,
2007-06-03,-2.7,-5.3,-4.3,-1.3,0/6/0,982.5,975.1,978.0,,22.0,14.0,4.0,,,121.0,E,0.0,0,35,
2007-06-04,0.2,-6.0,-4.5,-1.5,0/6/0,989.4,976.2,981.1,,13.0,11.0,3.0,,,105.0,E,0.0,0,34,
2007-06-05,-1.8,-4.2,-2.7,-1.7,60500,997.5,989.5,994.3,,10.0,9.0,4.0,,,220.0,E,0.0,0,34,
2007-06-06,-2.2,-4.9,-3.5,-1.7,60500,1000.0,997.5,999.1,,18.0,15.0,5.0,,,60.0,E,0.0,0,33,
2007-06-07,-2.7,-4.5,-3.4,-1.1,0/5/0,999.2,995.7,996.9,,25.0,15.0,8.0,,,133.0,SE,1.3,10,43,
2007-06-08,-2.4,-6.1,-4.5,-1.1,0/5/0,1006.5,998.2,1002.2,,17.0,14.0,4.0,,,1.0,NE,0.0,0,43,
2007-06-09,-4.8,-6.5,-5.6,-1.5,0/5/0,1007.0,1004.2,1005.9,,12.0,10.0,5.0,,,25.0,N,0.3,0,43,
2007-06-10,-5.2,-7.4,-6.0,-1.4,0/5/0,1005.5,1004.1,1004.8,,12.0,9.0,4.0,,,183.0,NE,0.8,4,44,
2007-06-11,-5.7,-8.1,-6.1,-1.5,0/5/0,1005.9,1004.6,1005.1,,15.0,11.0,4.0,,,209.0,S,0.3,2,46,
2007-06-12,-2.3,-8.5,-5.8,-1.1,0/5/0,1008.3,989.2,1003.8,,40.0,32.0,13.0,,,32.0,NE,0.0,0,46,
2007-06-13,-0.6,-3.6,-2.5,-1.2,0/5/0,989.2,976.9,980.7,,57.0,44.0,22.0,,,29.0,SW,1.0,1,44,
2007-06-14,-2.7,-6.4,-4.7,-1.3,0/5/0,983.7,978.6,981.1,,21.0,18.0,7.0,,,42.0,NE,0.0,0,40,
2007-06-15,-3.5,-5.9,-4.6,-1.4,0/5/0,985.7,979.1,982.7,,8.0,6.0,3.0,,,353.0,NE,1.8,3,43,
2007-06-16,-2.3,-5.7,-4.3,-1.4,0/5/0,985.3,980.1,982.2,,30.0,25.0,9.0,,,56.0,NE,0.8,1,43,
2007-06-17,-5.0,-7.7,-6.0,-1.4,0/5/0,984.1,977.3,981.9,,36.0,27.0,5.0,,,68.0,E,1.0,2,40,
2007-06-18,-4.5,-7.2,-6.0,-0.9,0/5/0,985.2,977.0,980.3,,37.0,28.0,17.0,,,76.0,E,0.0,0,40,
2007-06-19,-1.0,-8.2,-4.0,-0.9,0/5/0,985.1,975.6,979.3,,46.0,35.0,21.0,,,47.0,E,0.0,0,38,
